tweet,label
"돈써서 결국 호두를 먹긴 먹었는데 왤케 화나지 진짜 돈아깝다는 생각도 들고 키워보면 위로가 되려나

진짜 프리코네 천장에 원신 천장에 되는게 없으니까 우울하네
빨리 취업해야 되는 이유를 찾았다 나같은 운없찐은 돈이라도 잘 벌어야해",1
씨발......... 제정신으로 학원가게 해줘,0
"[인터뷰뉴스티비] (속보)= 이낙연 국무총리, 검찰개혁 (공수처 설치) 못하면 대한민국 미래와 검찰의 불행.. '강력추진 시사' https://t.co/Rt20RNjokl",1
"깜배 솔직히 이렇게 오랜만에 폭풍ㅇ 오열한 적은 처음이다., 좋알람 넷플 2 나와서 정주행했는데 송강이 주인공이 아니었어.. 보는 내내 마음 찢어지는 감정으로 보앗는데 왜..도대체 왜 이러케 끝나는거야.. 도대체 왜., 도대체 왜 이렇게 끝나 왜.. 어ㅔ 송강이 주인공 아니야 왜.. 왜.. 왜......",1
대부분의 불안은 비합리적이고 과대망상으로 흘러간단걸 인지하면 조금은 마음이 편해진다. 어디까지나 조금뿐이지만.,1
근데 상상할수록 너무 귀엽다 애기들이 쪼고마한 손으로 핸폰 툭툭대며 톡보내고 침대 위를 뱅글뱅글 돌아다니기 알림뜨면 후다닥 달려가서 답장하고 10분간 답없으면 발 동동 구르며 크렉이 죽은것같다고 으아악 소리지르며 뛰어다니는 트윅 하교하면 맨날 집에서 둘이 문자하느라 시간없을듯ㅠㅜ미쳐,1
죽은 사람도 산 사람도 그저 재생될 뿐인 세계,1
"아닛 이름님~~~~~~~~~~~~~ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
이렇게 예쁜거 가득가득보내주시면 어케요 정말 ㅠㅅㅠ 좋아죽겠어요.... 글리터카드지갑에 키링에 아키야마 명함에다가 제로지마!!!!!!!!!명함까지!!!!!!으악!!!!!!!! 넘좋아요!!! 소중히소중히..간직하겠어요 아캬마명함은 왜또이리많아요ㅠ https://t.co/G9FLjc384l",1
안녕안녕,0
이러니 31번이 죽어라 부정하는군요 https://t.co/yEmVp4wMFr,1
"사진찍을때 고글 안칠한거 발견해서 

고통한번 더드리기 😂 
제성합니다아ㅠㅠ  발견해서 다행.. ㅠㅠ https://t.co/jt2vcSseVv https://t.co/EaJiOKtkI9",1
살면서 이러이러한 관계로 만났으면 참 좋았을 것 같은 사람은 꼭 저러저한 관계로 만나게 되어 인생은 피곤한 듯...,1
아 근데 정말....정신적 여유때문에 차 자체를 그냥 냉침이나 물만 끓이면 되는 것을 안 마셨음 이제야 계란님이 주신(@life_is_egg2 ) 아크바 복숭아 냉침했는데 다른 회사 2군데 복숭아보다 훨씬 맛있어ㅠㅠㅠㅠㅠㅠ,0
"... 어쩐지
인기가요 뮤직뱅크 등등 음악방송만 죽도록 봤더니 아이돌팬됨 https://t.co/J4nWPLFiXv",1
울 강이 오늘도 수고 많앗서~ https://t.co/U9tNYi2kUe,0
아 존12345678910나 귀여워 이수근님말고 웆이 https://t.co/PzgcNxfABq,0
알바뛸게요..,0
"🦊 어렵넹

#엔하이픈 #ENHYPEN #김선우 https://t.co/VdQaNpjxlS",0
도라 우리 애깅이 운전해 ㅠㅠㅠㅠㅠ 죽고파ㅠㅠㅠㅠ,1
죽어! https://t.co/SeA55n2Zzb,1
아 나의 주말 어디로 갓지?,0
"근데 가끔 좀 어려움......이바라 커플링을 정말 좋아하는데,,,,,,캐입을 하면 내 캐해석이 얘는 연애를 할까? 그런 금방 식어버릴 감정에 만약 자기 앞길이 방해된다고 생각하고 안 할 거 같은데..........하지만 커플링은먹고..........",1
학생들이 신규 간호사에게 감정 이입하여 불쌍해하면서도 신입 조교는 일 못한다고 까는걸 보며 마음이 복잡해지는... 이런 삶...,1
강의 시작 10분 전에 내가 한 일 : 스타패스에 돈 먹여놓고 투표하기,0
"진짜 열심히 마음 찍고 다니시네요 매번 영광이라 죄송할 따름
@Jiyewun_",0
"한때 따뜻한 보수라는 캠페인이 유행 했었다. 지금, 따뜻한 보수가 필요한 시기이다. 최저층 30% 중에 야권지지자들 엄청 많다.
각성 하기 바란다.
굶어 죽게 생긴 사람들이 널렸다",1
"#다같이_건강검진을_해봅시다
물 : 1L정도? 꽃에 물준다는 마음으로 챙겨마시는중....🌷
운동 : 주 5회 ㅠ 
수면 시간 : 6시간 그리구 주말에 몰아자기
카페인 : 하루2잔 
술 : 한달에 한번정도? 그치만 다음날이 없도록 마시기..🍺🌛
담배 : x
스트레스 : 엄청나요~ 말못해요~",1
"죽어 죽어,,등산 죽어ㅓ,, https://t.co/BASCiJu6u7",1
"https://t.co/KIdAWPzVMJ
제 애스크입니다! TMI스러운 질문 좋아합니다ㅎㅎ",0
망돌 소속사 수준 ㅋㅋ,0
내가 배가고픈가 이상하게 우울하네,1
님들 트친한정... 트친한정이요...ㅜ,0
"요즘 진짜 코스 안해서 코스옷이 하나도 사놓은게 없네🥲
(베란다:?)",0
최애 선발인데 일이 너무 많아서 못보는 고통 😣,1
"김기덕 사망소식에..
.
""2시의 데이트 김기덕 입니다
하하하하....""
.
가 죽었냐고 해서 갑분싸로 만들었다.
.
난 김기덕 하면 라디오 진행자가 먼저 떠오름.",1
혼자는 외로워 둘이랍니다 https://t.co/RLPAnAf8oR,1
"애인이 나랑 안놀아준다..
맨날 답 없다 
슬프다 
에라잇 
( 던짐 https://t.co/POHHtNrUgY",1
"26. 음악, 미술",0
우울 만화 제목 고민중 인데 어떤게 맘에 듬네까?,1
"세상에서 가장 무해한 영상 
https://t.co/NZnLYzGIe3",0
"네이버, 다음 댓글은 이재명 기사에만 까는 내용을 담았는데.... 이제부터는 문프 기사에 선풀다는 걸 집중해야겠다! 다 보신다니까!!!",1
내가 느끼기에도 난 너무 재미없는 사람인 것 같아,0
"#친해지고_싶다_rt_반모하고_싶다_마음_우린_짱친_멘션_얘는_내_거야_인용_사랑해_디엠

초면 반모도 좋아합니다!
Dm으로 오시면 개인연락처도 조금 가려서 알려드려요!",0
근데 귀여워 사랑해,0
홍보 부탁드려요!! https://t.co/phwIqNGHhm,0
요즘 바쁘다...힘들어...피곤해...,1
해적 자체 소매 동결 걸거임. 돈 없어 중간고사 끝나고 넣어야지,0
아ㅏ 피곤해 ㅠㅠ,1
미쳤다,0
봐도봐도 멋있어 https://t.co/mIrGdmq490,0
요즘 그냥 동성연애든 이성연애든 서로 죽고 못사는 연애하는 사람이 너무 부러움....,1
숨가쁘게 이 겨울을 보내노라니 외롭다는 것을 느낄 수 없을거라 생각했는데 인간은 원초적으로 외롭고 고독한 존재라 그런지 불쑥불쑥 두통마냥 나타나곤 한다. 그리움도 그렇게 찾아온다.,1
게트 최고의 팬은! via https://t.co/EZr6rZpfdF #큐비 https://t.co/jBYcynMtG4,0
"아울러 대통령은 한일관계가 한반도와 동북아의 평화와 안정, 번영에 매우 중요하고, 한미일 협력에도 굳건한 토대가 되는 만큼 양국 관계의 복원을 위해 계속 노력해 나갈 것이라고 했습니다. 미 측은 한일관계 개선에 대한 우리 정부의 의지와 노력을 평가하면서 진전이 있기를 기대한다고 했습니다. https://t.co/8KceO88gML",1
대자연 죽어... 허리 박살나서 개돌아버릴것같음,1
머리에 뭐가 든겨.. https://t.co/fTNMB1jSJL,0
넘ㅁ 피곤.. 낮잠.. 고..,1
여러분ㅠㅠ 2월 말에 퇴원하신다고 말씀주셨던 분이 3월이 되어도 연락이 없어서 너무 불안하고 초조했는데 병원 들어가시기 전에 프로젝트는 계속 진행해달라는 부탁이 있었기에 후원자분들껜 말씀드리지는 않았습니다. 그런데 오늘 드디어 퇴원하셨어요ㅠㅠ 다시는 나쁜 생각 안하시게 후원 부탁해요 https://t.co/0LRWxxaeiy,1
녹스는 죽었습니다.,1
인친 할...사람...........ㅎㅅㅎ https://t.co/NK0fcTVcQk,0
읔ㄱㅋㄱㅋㄱㅋㄱㅋ 사람들 다 fleet에 처음쓰는 글이 이게뭐야로 통일되있어,0
나는 1.4km 전부터 거북이운전하면서 기다린 내부순환도로 출구에서 끼어드는 새끼들 올한해 모든 불행이 덮치길 기원,1
"어제 실습태도가 불량한 학생 두 명을 혼냈(?)는데, 갸들은 지금 내 생각도 안 하고 있을텐데 나는 아직도 마음이 안 좋다.
좀 더 다정하게 말할걸 그랬나, 내가 힘들어서 감정조절 못했나 싶기도 하고. 사랑과 따끔함과 오지랖과 관심 사이가 너무 어렵다.
학생들에게 무관심했다면 서로 편했을텐데🥲",1
"부산 재밌었겠다...나도 조개구이 먹고싶어...
꼭 다같이 가는거 보고싶다 혜원아 12명 다같이
#혜원메일",0
요즘 왜 다시 죽고 싶어지는 거지,1
"'술접대 의혹' 검사 실명 공개한 박훈 변호사, 명예훼손 고발 (출처 : 노컷뉴스 | 네이버 뉴스) https://t.co/zGqYAgk4wF",0
안되겠다 자러갑니다 졸려,0
감정의 거절.....거절을 저렇게 힘들어하는거보니까...확실히 상냥하고 타인이 상처받지않았으면하는점도 분명존재하겠지만 아무래도 상사시절 형님한테 가장큰 영향을 준 상사에게 형님은 '거절'했고 그대가로 뼈아프고 가슴에 새겨진 무언가를 받았을것같은데.,1
스트레스 받는다...회사고 가족이고 다 싫다. 엉엉...다 싫어,1
#도영버블 #도블도블 오늘도 역시나 티키타가 멋졌다 👍🏻👍🏻 https://t.co/omkeFq9Qgo,0
최정원 할 수 있다^^ 홈까지 죽어라 뛰던 모습 아주 맘에 들었어 앞으로도 열심히 해서 주전 2루 먹자,1
가볍게 관록쪄가려구요 퉆감사합니다...♥ https://t.co/h58LCP9UT9,0
람늘 루프물이 격하게 먹고싶다... 엶청루프물 둘중 어느 한쪽은 꼭 죽게되어있다는 설정으로 서로 상대 살리려고 하는  쌍방구제 루프물 연성하고싶음....,1
"죽은이는 시체를 남기지 않습니다.
원망만을 남길 뿐.",1
"니늠들은 퇴직금까지 모두
국고에 환수조치 시켜야 한다.. https://t.co/cnGc4UICOR",0
내 탐라에...어느 장르 파는 사람이 가장 많죠?,0
잠안자기. 밥은 안먹으면 죽어요... https://t.co/kWa5iY2bnh,1
"도울. 태극부대를 길거리 교회라고?
고노회찬.을 예수스럽다  한 그 샘?
뇌물 받아먹고 자살한 정치인이
예수스럽다?
태극부대가 길거리교회?
지식인이라는 자가 .나라꼴이 시궁창 에 있거마는.도올 !!정신좀 공부하시오.",1
스트레스 받아서 습관적으로 헛구역질하고있었는데 마이크 켜져있던 것에 대하여,1
"예나 아이즈원
예나 환상동화
예나 피에스타
예나 비올레타
예나 라비앙로즈
예나 직캠
예나 무대
예나 케미
예나 예능
예나 셀카
예나 스페이스쉽
예나 사복
예나 출근
예나 움짤
예나 사랑해
예나 다잘해
예나 댄스
예나 노래
예나 댄스
예나 사진
예나 퇴근
예나 금발
예나 음색
예나 만능
8291",0
차가운 쓰레기인게 살면서 상처는 덜 받나봐요 참,1
"난 아직 힘들고 고통받는데
친구들은 한두번이지 지겹다고한다.
다시한번느낀다
이 고통은 트위터와 상담쌤..의사쌤만
들어줄 수 있는 거였단거다.

그냥 예전 친구들이 그래서
떠났나 미안하기만 하네
그래도 그때의 난
그렇게밖에 할수없었다는걸",1
오늘도 오프닝 얼빡 미쳤음 https://t.co/fzsWEjZswy,0
원주에서 아스트라제네카(AZ) 백신을 맞은 50대 여성이 10일 숨져 역학조사 중이다.보건당국에 따르면 지난 9일 오후 4시 37분께 원주의 한 요양병원 종사자인 A(54)씨가 쓰러져 있는것을 병원 직원이 발견했고 A씨는 접종 후 사망하기 전까지 이상 증세가 없었는데 왜 죽었나??,1
"원주코로나
춘천페이만남
춘천콜걸샵
원주모텔
춘천콜걸
원주섹파
원주오피
원주횟집
춘천출장마사지
원주출장
원주여행
원주노래방
원주훈녀
원주휴게소
춘천출장샵
춘천출장안마춘천조건만남
원주맛집 https://t.co/uPpLKYdwwr",0
칠감맠툥하고 레귤러맠툥만 비교해도 벅차 죽겠는데 .. 맠툥피아까지 생각하면 그저...,1
"아 눈물나...셀카보내줬어 ㅠㅠ 
#쇼타로버블 #버블왔쇼",0
"일단 이런 감정을 느끼게 해서 죄송합니다.

요즘 너무 바쁜 일상을 보내다 보니 디엠 확인이 늦다거나 답을 못해드리는 경우가 발생하고 있는데요 이는 절대 의도적인 행동이 아니라는 것을 알아주셨으면 합니다. 

다만 저에게 답장을 요구하거나 재촉하는 경우가 없었으면 좋겠습니다. https://t.co/E6f1aNPnuQ",1
"진짜,탄핵은 얼마 남지않았음을 알지어다.미련한것들!제발,부탁컨대 부정,비리가 드러나면 자살들만은 하지마세요.",1
벌써 슬퍼 https://t.co/PfyGGCDrpc,1
ㅠ https://t.co/0w8gw4GLU7,0
"서구권 이론가들에 의하면 4세대 페미니즘은 Empowerment of women(여권 강화), The use of internet tools(인터넷 툴 사용), and Intersectionality(교차성)에 집중하는 특성을 보인다.",1
콧구멍 둘ㄹ다 막혀서 고통의 숨쉬기중 자게해줘억 https://t.co/rll6zQsTIZ,1
나 피곤하면 헛소리하면서 맞춤법 파괴자 되네ㅋㅋ 몰랐어,1
뭐든 그 장르에 애증(애정 x) 없는 사람의 헛소리 따위는 신경 쓰지 말고 그냥 좋아하는 걸 좋아하는 데 집중하면 돼 사람들은 그렇게~ 놀리는 걸 좋아하잖아,1
귀여워 죽는 중..ㅠㅠㅠ https://t.co/9bT1sFT1Jj,1
이 𝘾𝙐𝙏𝙀작렬 애기 보고 싶어 죽겠어요.🩸 https://t.co/mByr9SY7wt,1
"오늘도... 한 번 더 죽었다... 리제로의 생활 나쁘지 않,,,아 https://t.co/gMEt1w1WU9",1
"얼마전 트친님이 보내준 이야기를 매일 다시 읽는다. 불행 앞 나도 예외가 아니라는 사실에 대한 지적에 묘한 위로를 받았고, 그 전에는 생각해보지 않았던 감정을 경험하는 계기가 되었다. 어제도 지옥같은 뉴스투성이였고 오늘도 한참 분노했지만, 그러니 나는 좀더 나아져야겠다는 생각을 한다.",1
폭룡코스 하나만더따면 금날이다 헤헤,0
"신이여, 나는 그녀를 위해 당신에게 목숨을 바치겠습니다. 그러니 그녀만은 당신의 곁에 있게 해주십시오. https://t.co/s6tSid9xhv",0
승률 100% https://t.co/2E4erohGxI,0
비오니까 무릎이 죽는다😢,1
계속 신나다가 소년감성 나오니까 두배로 슬퍼짐 눈물고엿어 지금 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,1
나 자리없으면 어떡해?,0
참..스트레스 많이 받네,1
"이재용, 법정구속..'국정농단 뇌물' 징역 2년6개월 실형
""뇌물 공여 따른 횡령, 86억 인정""

정경심 교수 징역 4년에 벌금 5억원 법정구속…
입시비리 전부 유죄.

어이가 없어 웃는다.
사법개혁의 새벽이 밝았다.",0
요즘 진짜로 글 안 읽혀서 죽겠다... 특히 영어 논문 너무 안 읽혀 미칠 노릇 ㅠ,1
나는 배드민탄치다가 비둘기 잡은적 있음.인간적으로 비둘기야 너가 너무 낮게 난게 아닐까 https://t.co/pwPmYDjNSn,0
나의 사랑스러운 어린 나뭇가지 https://t.co/0qUGRPLEVQ,0
아나웃엇어죽을것갘아 https://t.co/FAryWLZzvJ,1
"좀 상처받음
앤캐는.. 내 캐가 떡대가 아니었으면.. 안좋아했을건가봐 떡대라서.. 좋아했던건가봐.. 다른 것도 아니고..떡대..",1
아니 잠만 님들 영혼체인지 어케하는거였더라? 수갑겜처럼 하는거예요 물약겜처럼 하는거예요??,0
모르겠고 제 집임 다들 오면 0.7초만에 친해짐 https://t.co/nQKbmgHELS,0
닼초 맛알못 같으니 ㅠㅠㅠㅠㅠㅠㅜㅜ 애기의 버섯을 쪼개버렸어 ㅠㅠㅠㅠㅠ,0
"인장과바이오의부조화가귀여워요
인장은급해보이는데 느긋한바이오",0
"오늘 새삼 보이고 들렸던거..
-ㅇㅋㅈ 웃고있다가 ㅋㅈㄹ가 이 소년을 모욕하지마라。 하니까 표정 싹 굳은거
-싸울때 계~~속 조잘거리는 ㅇㅋㅈ랑 기술명만 외치는 ㅋㅈㄹ ㅋㅋ
-처음 만났지만 난 니가 싫다는 ㅋㅈㄹ와 자기한테 집중하라고 하는 ㅇㅋㅈ..
-ㅋㅈㄹ 꿈에서 호무라 피아노브금 ㅜ",1
트위터에 뉴스레터의 첫 구독자 후기가 올라왔습니다. 👍 한국사가 워낙 뉴스레터에 없는 분야고 유료로 오픈해 이것저것 홍보한다고 이벤트도 했지만 반응이 쏘쏘.. 했는데 구독자 분의 찐후기에 힘을 얻습니다. 😃 조금 더디더라도 역시 퀄리티에 집중해야겠다는 생각이 듭니다. 감사합니다. :) https://t.co/ByamYRJQEf,1
"새벽에 친구 긱사에서 새벽 6시까지 깨잇으면서 요상한 안무따봣어 피곤할때 보면 꽤 신명남

https://t.co/rpXpCNMUDq",1
"328.우라메시 유스케
이 만화의 주인공. 영광파동권 계승자. 아이를 구하려다 죽고 소생의 시련을 거쳐 제3대 영계탐정으로 임명된다. 그 후 암흑무술회에 참가, 도구로를 꺾고 우승을 차지한다. 센스이와의 대결에서 마족으로 각성. 트레이드 마크는 영환.",1
그리고 또 엔초도라로 넣을것임을 선포하며..,0
"이재명 ""중대재해법 정부안으론 불법행위 근절 못시켜"".
민주당에 그래도 사람 있네요.
사람이 죽어도 끄덕없는 민주당은 희망이 없습니다.
더이상 속지 말아야 합니다.
국민이 주인입니다.
https://t.co/2eBJbriI5n",1
"저 뒤질꺼같아ㅏ요 .. 링피트로 240칼로리 뺌
2km뛰고 후달달 아니 그 보스 하는데 자꾸 죽어서 3번이나 도전해가지고 1시간 45분 운동함... 저 죽어요",1
나 이거 없으면 죽어 https://t.co/VXxZchWId4,1
"아아 죽을거같아요
이미 죽었지만ㅠㅠㅠㅠㅠ https://t.co/1NglVgFo3F",1
와~!!!!크리스마스다!!!!(들었어요?크리스마스래요!!!! 이러고 온클 들을생각을 했지만 그건 무시하고 크리스마스래요!!!,0
정신차리고보니까 난 바닥에 널브러져있고 주변에도 물에 휩쓸려 온 사람들이 엄청 많은데 다들 무슨 노아의 방주에 타야한다고 안그럼 죽는다고 그래서 사람들 사이에서 막 헤매다가 깼다...,1
와 애니한테 맞고 싶다,0
"워낙 잘생긴 캐릭터를 좋아해서
우리집 자식들도 죄다 잘생긴 설정 욱여넣었음
웃겨죽어",1
불행하게도 코로나와의 전쟁은 장기전이다. 3년까지 보는 사람이 있다 -&gt;화이자 백신 ˙1호 접종자˙ 2차 접종…＂확진자 ˙0명˙되는날 오길＂ (출처 : 연합뉴스 | 네이버 뉴스) https://t.co/qPHZbVUSIN,1
나 오늘 너무 피곤해서 먼저 퇴트할게 쫀밤!!!!,1
찬잇 할 사람? ( 휑~ ),0
이 세상에서 지워야할 정치인이 너무 많은데 자꾸 더 늘어나서 스트레스 무슨 총량의 법칙도 아니고,1
"임영웅 유튜브 💙 
7억뷰 달성을 축하합니다 🎉 

#임영웅 
#YoungWoongLim
#임영웅이제나만믿어요 
#임영웅HERO
#임영웅별빛같은나의사랑아 
#임영웅뽕숭아학당 
#임영웅사랑의콜센타
#임영웅유튜브 
#임영웅_music
#임영웅신곡
@limyoungwoong.official 
편집:레이풀 https://t.co/uU393HYuGL",0
유또 생일축하해💙💙 https://t.co/ENtc1pc0Im,0
때걸룰 플레이리스트 최고야,0
여기다 올려놔야겠다,0
자캐중에서 게이는 없는데 장르는 항상 게이만잡앗음,0
3성인데뮤비의상이있다구요??!?!?!조온나혜자 https://t.co/dnhtNKzrqG,0
죽어가는 모든이에게 애도를.,1
이몸. 정산 받았다. https://t.co/LnRy0Wyesb,0
빠른 시일 내에 정비하여 트위터 복귀하겠음,0
"내가 이 세상에서 본 파란색 중에 가장 아름다운 색
델피늄의 파랑 
이건 사진을 아무리 찍어도 눈으로 보는 색으론 찍히지않는다 https://t.co/PhObi6Z62i",0
"강 하나를 두고, 세상에서 가장 규모가 큰 도서관 중 하나와 가장 유명한 시네마테크가 서로 마주하고 있는데, 그 사이에서 무심하게 피크닉을 보내는 사람들. 당연한 거 겠지 어떤 의미에선. https://t.co/cCjADOr34c",0
"25. 가을이 그나마 좋음....추위, 더위 겁나 잘타고 봄에는 비염때문에 죽어나감",1
"혁신주도형, 경제정책이라든지 투명하고 공정한 시장, 미래성장동력, FTA, 동반성장, 균형발전, 정부혁신, 이 모두가 미래와 관련된 것입니다.",1
"렌센 처음 할 때 센쥬로는 잘 못 느끼는 거(..)도 너무 보고싶다 쿄쥬로 크기도 평균 사이즈 정도는 우습게 넘기는데 형님이랑 가장 깊게 연결될 수 잇고 + 형님의 것을 뱃속에 품을 수 있다는 거 &lt;이거만으로 고통이 느껴지지 않을 정도로 흥분해버리는,,,,",1
화질....뭐야,0
픛하러왓는데 먼 사람이 일케 많냐며,0
컴백말린다는 그의 컴백스포,0
김천시 ‘공공산후조리원’ 실시설계 완료 2022년 2월 완공 김충섭시장 국민의소리TV https://t.co/z6nojpfI6L 출처 @YouTube  #김천시청 #김충섭시장 #김천공공산후조리원 #김천시공공산후조리원 #국민의소리TV,0
늦잠자서 30분늦게뱅오오오온!,0
폭언을 비롯한 감정적 피드백 하면서 충고니 조언이니 포장하고 친한 사람 싸고 돌면서 같이 폭언하고 원래 사람이 착하니까 네가 이해하고 참아라 하면...어휴...어딜가나 똑같은가...,1
아 진짜 이거를 내가 또 보고있다니...,0
내 원픽은 프리즘 ｡◠‿◠｡ https://t.co/FQt2QFAnTq,0
이유없는 스트레스도 많이 줄었어요.. 대신 회사 일 때문에 스트레스지만(ㅠㅠㅠㅠㅠㅠㅠ) 여튼.. 여차저차 잘 사는 것 같지만 아닌 것 같지만 그런 거 같지도 않지도 않고.. 모 그렇답니다 ! 어제는 착실하게 링겔도 맞고 비타민제도 주기적으로 맞고잇오요 ㅎㅎ 감사하게도 인서타에 먼저 팔로우,1
아 걍 지금부터 탐라에 있는가람 걍 다 내 트친으로 알게 후하후하  하씨 떨려죽겠는데 노래는 감미로워요,1
진짜 자살하고싶다,1
후하후하 입금 하는 그 순간까지 심장이 떨리네 https://t.co/mmEkF6yjV4,0
거의 김스디러,0
"눈만 살짝 올리고 트친들한테 힘 얻어서 마저 그리고 싶음..
알죠.. 예쁜말 해줘요 https://t.co/VUjVWxIOig",0
"고등학교 너무 힘들어
첫날인데 너무 힘들었어
중딩 너무 그리워
너무 외로워",1
아악 맞아 탐라에서 보니까 갑자기 생각난다 케이 미끼죽음 진짜 하.. 진짜 그순간 과몰입쫙됐고 커뮤에서 그런 서사가 나올수도 있다는걸 처음알았음 진짜 그거너무 대박적.....지금 생각해도 후유증진짜,1
오늘 아침에 할무니 간호하로 병원가는길에 찍었는데 이거 벌집인가??? 뭔가 엄청 크진않구 공모양이 ㅋㅋㅋㅋ https://t.co/0NxPIUrmIs,0
